,uid,scenario,label
2620,21921,This morning in the shower I noticed something on my loofah.,0
2621,21925,I could go to him or I could go home and never see him again.,0
2622,21917,My sister and I loved riding our bikes and scooters down it.,0
2623,21926,I was so mad that I punched my dad.,-1
2624,21927,Because of this I lost all of my money.,0
2625,21929,I went grocery shopping with my mom last week.,1
2626,21932,Now her walls are the perfect shade of white and she loves her home.,0
2627,21930,I love apples so I immediately went to eat one.,0
2628,21933,I use a Nalgene bottle to transport my drinks.,0
2629,21931,"I picked it up using my minivan, with the seats in the back removed.",0
2630,21934,My wife and I got married in 1981.,0
2631,21942,I went to their house to help them clean their yard.,1
2632,21935,I decided I want to vote for a woman for US president.,0
2633,21937,It felt like I was punched in the stomach.,0
2634,21943,Mary informed me she has never tried applesauce.,0
2635,21940,My dad helped me build an interesting miniature car.,1
2636,21958,"Her boyfriend, Aaron, loves to go duck hunting.",0
2637,21962,I thought I was going to use the skills my Dad taught me.,0
2638,21965,"When I was ten years old, I went fishing with my parents and brother.",1
2639,21959,I made the patties and put them on a plate.,0
2640,21964,I told him I felt afraid of food in my body.,0
2641,21961,John was awakened by a thud inside his bedroom.,0
2642,21968,She was informed that she had too much in saved assets to need help.,0
2643,21970,"And as he did so, she told him his dad had died.",0
2644,21972,Scrambles decided that she loved her new home.,0
2645,21975,During the race he started to feel his left foot go numb.,0
2646,21978,I told her I was sorry for her loss.,1
2647,21979,His daughter loved them and used them to teach herself to dance.,1
2648,21980,My family and I received a call that he was in an auto accident.,-1
2649,21989,My wife went to Home Depot today.,0
2650,21987,While there I fell in love with a puppy and took her home.,1
2651,21982,We got a dog recently and his presence itself is a gift.,1
2652,21985,"I got a call from my mother, but she wanted to talk to my boss.",0
2653,21983,Now I was able to save some of the money from my paycheck.,0
2654,21991,Timmy got a new wallet for his sixth birthday.,0
2655,21984,My uncle forced me to try and no one stopped him.,0
2656,22001,A kind stranger helped her pick them up.,0
2657,21996,My son was diagnosed with Autism.,0
2658,21992,My niece had trouble paying her bills.,0
2659,21997,I turned on the light and saw an opossum in my laundry basket.,0
2660,21995,"When I was younger, I had pen pals all over the world.",0
2661,21999,"When I got there on my first day, the boss totally ignored me.",0
2662,21998,I haven't seen my parents in a long time.,-1
2663,21994,My daughter's college friend Sharyn smoked a lot.,0
2664,22007,Then I gave him his medicine and got him settled in his chair.,1
2665,22005,Someone helped me to move my things to a new place.,1
2666,22009,It took a long time to find my seat on the train.,0
2667,22008,"They used to be my friends, but they were mad at me.",-1
2668,22002,I felt sad for him as he left the club room.,0
2669,22010,"Although I should've called for help, I ran away.",0
2670,22011,I decided I needed to do a good cleaning of my house.,0
2671,22013,I learned to never leave my queen in front of the king.,0
2672,22020,She asked me to check the arrival time.,0
2673,22024,It was hot and ready by the time she got home.,0
2674,22014,"I couldn't help but drive over it, making my car dirty again.",0
2675,22019,My wedding ring got stuck on my finger.,0
2676,22029,She was kind and gentle in her manner.,1
2677,22030,I also hope that get paid a lot when I design things.,0
2678,22026,I once found a baby lizard on my porch.,0
2679,22033,I was driving in my hybrid car near my house.,0
2680,22035,I told her that I could drive her.,1
2681,22041,"I was hurt and angry, but I loved him.",0
2682,22043,I tried to remind him that the items were discounted at 50%.,0
2683,22040,I could not hit the brakes in time and hit him.,-1
2684,22050,I was in a diving competition when I was younger.,0
2685,22045,And Carl saw a spider in his room.,0
2686,22052,Sometimes I walk down there to keep him out of trouble.,1
2687,22053,I was living in New Jersey when Hurricane Sandy hit.,0
2688,22044,I told my mother I did not want a new dog.,0
2689,22049,I went walking with my girlfriend one evening.,0
2690,22047,My favorite binky that I used every day said Love Bug on the front.,0
2691,22067,He kept missing his child support payments.,-1
2692,22070,My parents told me that I did not have to worry.,1
2693,22071,"Yesterday when I drove to work, I skidded on ice.",0
2694,22069,When it was time to leave William couldn't find his phone.,0
2695,22065,My mom thought that Pepto Bismal would solve the problem.,0
2696,22073,After I was told  I wasn't getting on I called my mom and told her.,0
2697,22068,"Now, I can pay my bills by writing online.",1
2698,22072,My husband and I decided to go hiking for our anniversary trip.,1
2699,22077,My first best friend knew Him and loved Him deeply.,0
2700,22083,Last month I visited my family in Philadelphia.,1
2701,22080,I had to clean and now I respect my mom a lot more.,1
2702,22081,I joined her campaign as I badly wanted her to win the election.,0
2703,22084,My mom scolded me for an hour about acting like an adult.,0
2704,22082,I loved dogs so I tried to pet the boys dog.,0
2705,22076,Fearing for his life he ran home and got safely inside.,0
2706,22074,My mother was organizing the storage space and I heard her murmuring.,0
2707,22092,"Halfway to my parents' house, my car ran out of gas.",0
2708,22087,My pants helped me relax almost all day.,0
2709,22100,He was already getting into serious debt because of his move.,-1
2710,22086,When I was on my way home I stopped and got food for my mom.,1
2711,22096,They loved me I loved them and now I am singer in a cover band.,1
2712,22098,Friday at eleven I drove Jill to see the doctor friend.,1
2713,22085,I decided to just close my eyes and pretend I was talking in person.,-1
2714,22091,"But when I cut off a piece and ate it, I regret all the time spent.",0
2715,22101,I realized the directions were very simple after reading them.,0
2716,22102,It felt like every day they were piling up.,0
2717,22108,"I got her to the Salvation Army, where she stayed until she got home.",0
2718,22105,Charles' wife said she was leaving and his mother could take over.,0
2719,22107,"When I was a small child, I was unusually strong.",0
2720,22104,One time he twisted his ankle close to the summit of a mountain.,0
2721,22106,"I run over to my mom, and hug her for the gift.",1
2722,22103,I bought my son an elf on the shelf at Christmas time.,1
2723,22117,Every year me and my mom take a family trip.,1
2724,22109,When I moved to South Dakota I needed to file documents for my LLC.,0
2725,22110,For Mother's Day I wanted to do something special for my mom.,1
2726,22114,"I was always very good at gymnastics, I loved it.",0
2727,22112,I tried to sell it on eBay for her but was unsuccessful.,0
2728,22116,My son gripped my arm for dear life.,0
2729,22113,They told me to go to Ikea and look there.,0
2730,22119,We all loved her fruit salad and cheese.,1
2731,22120,I finally convinced him to go talk to them.,1
2732,22133,With helping them I received tips that was my own money to spend.,1
2733,22134,"It was a science test, and I am very bad at science classes.",0
2734,22135,He said he wanted to tell me how helpful my son was.,1
2735,22129,I was determined to teach my little brother about responsibility.,1
2736,22127,I hope they can help other do-it-yourself-ers like me.,1
2737,22130,"I looked for my belongings, and some were missing.",0
2738,22142,I gave up my dream because I did not think God even cared.,-1
2739,22144,She tried to get comfort so I petted her.,1
2740,22141,When I was a kid my mom used to pull tricks on me.,0
2741,22143,"When she played abroad, everyone just took pictures of her.",0
2742,22145,I know some kids could really use them.,0
2743,22139,I was on my way to work last night.,0
2744,22140,Now I spend my weekends with my mom teaching me to bake.,1
2745,22137,"She showed up with her parents, because they wanted to meet me.",0
2746,22153,I wanted to teach my dog to roll over.,0
2747,22149,So I had them draw straws to see who cleans the bathroom.,0
2748,22148,I had jumper cables with me in the car.,0
2749,22150,I am very good at basketball so I gave him some tips.,1
2750,22146,I made an appointment for my dog to get a check up.,1
2751,22151,I decided to hang curtains in my bedroom.,0
2752,22147,So when I became an adult I made sure to go every year.,0
2753,22165,Kim expected him to botch things the way he normally did.,0
2754,22167,I gave my wife a jade bracelet in 1990.,1
2755,22175,His parents didn't want to tell him.,0
2756,22166,My 99 year old friend Dave sits on the bench a lot.,0
2757,22179,"At 13, I still had to help him take a shower.",0
2758,22182,Now I watch football because I want to win.,0
2759,22177,He loved it because he said the ice did the work for him.,0
2760,22176,I recommended them to everybody at my work.,1
2761,22184,"After some research, I found out my flash was out of date.",0
2762,22178,On my way to the airport the next day I told my mom what I was doing.,0
2763,22181,I wasn't really sure what to do so I asked my friends.,-1
2764,22183,I like to let my turtle walk around my apartment.,1
2765,22189,Now I also know Him and love Him!,0
2766,22186,My husband is going to help me put it all together.,0
2767,22191,So I decided to imagine myself writing my own movie.,0
2768,22192,"As I picked her up, my heart was beating fast.",0
2769,22185,My friends said they would help me out.,0
2770,22188,Tom was happy to have his question answered.,0
2771,22193,I worried my friend would die of starvation.,1
2772,22199,For the rest of my life I will only live for Him!,1
2773,22196,I was tasked with helping him catch up with our classes work.,1
2774,22197,"The day before, my wife tripped and broke her foot.",0
2775,22194,She swallowed them down to make her mom happy.,1
2776,22198,He told me he doesn't have a favorite but I'm not sure that's true.,0
2777,22195,I baked a cake for my friend's birthday the other day.,1
2778,22206,"I wanted Italian food, but my parents wanted Chinese food.",0
2779,22202,I stopped denying I had a problem and enrolled into a facility.,1
2780,22209,My mom threw my white clothes into the washer.,0
2781,22204,"When I finally brought the puppy with me to bed, he stayed very quiet.",0
2782,22205,That night I experienced so much pain I couldn't sleep.,0
2783,22213,They got hung up on a rock near the end.,0
2784,22203,"The poor thing was turned over onto its shell, wiggling its legs.",0
2785,22212,I had a flat tire on my old car.,0
2786,22216,I love going to baseball games with my dad.,1
2787,22214,They grounded me for never following the rules.,-1
2788,22221,He loved watching them fight crime on television.,0
